,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
20830,68721,2013-04-18,1215439994.0,Action Adventure Science Fiction,8951.0,130.0,200000000,6.8,4,2013
20836,166076,2013-05-06,2915767.0,Animation Action Adventure,109.0,75.0,0,6.6,5,2013
20840,174321,2013-05-16,104810.0,Comedy Drama,117.0,91.0,0,5.8,5,2013
20842,91073,2010-09-10,4820000.0,Drama,22.0,113.0,6200000,6.9,9,2010
20850,103731,2013-05-01,21587700.0,Drama,1080.0,130.0,10000000,7.0,5,2013
20852,42587,1970-01-01,25.0,Documentary Mystery,5.0,92.0,0,7.1,1,1970
20873,101501,2011-10-22,175742.0,Horror Thriller,12.0,85.0,180000,4.0,10,2011
20895,94901,2012-02-14,3003.0,Drama,91.0,102.0,2500000,4.4,2,2012
20910,64682,2013-05-10,351040419.0,Drama Romance,3885.0,143.0,105000000,7.3,5,2013
20922,54138,2013-05-05,467365246.0,Action Adventure Science Fiction,4479.0,132.0,190000000,7.4,5,2013
20932,116741,2013-06-07,44000000.0,Comedy,1691.0,119.0,58000000,6.1,6,2013
20951,139933,2012-11-07,14752.0,Thriller Horror Romance,44.0,95.0,0,4.9,11,2012
20959,156236,2013-01-16,10759874.0,Drama Comedy,63.0,104.0,0,6.7,1,2013
20967,77987,2013-05-30,10337387.0,Drama Thriller Crime,886.0,90.0,4800000,5.6,5,2013
20968,109439,2013-05-23,362000072.0,Comedy,2991.0,100.0,103000000,6.0,5,2013
20970,82992,2013-05-06,788679850.0,Action Thriller Crime,5282.0,130.0,160000000,6.7,5,2013
20971,116711,2013-05-15,268426634.0,Animation Adventure Family Fantasy,1143.0,102.0,100000000,6.4,5,2013
20979,152780,2013-05-17,10631747.0,Drama Mystery,161.0,130.0,11000000,7.1,5,2013
20981,42151,2009-09-01,10000.0,Drama Action Comedy,26.0,89.0,31192,6.3,9,2009
20988,137182,2012-10-09,5475058.0,Drama,341.0,112.0,0,7.7,10,2012
20992,121986,2013-05-17,4069826.0,Comedy Drama,358.0,86.0,0,7.3,5,2013
20993,104755,2012-09-10,1165882.0,Horror Thriller,244.0,101.0,1500000,5.1,9,2012
20997,119675,2013-05-26,15600000.0,Drama Romance,307.0,118.0,23000000,6.6,5,2013
21009,123103,2012-09-12,58510.0,Horror Thriller,110.0,89.0,2000000,5.3,9,2012
21018,82700,2013-05-30,243843127.0,Science Fiction Action Adventure,2579.0,100.0,130000000,5.0,5,2013
21025,75656,2013-05-29,117698894.0,Thriller Crime,5635.0,115.0,75000000,7.3,5,2013
21026,77805,2013-08-08,1585582.0,Drama,234.0,92.0,10000000,6.0,8,2013
21034,74513,2011-11-02,10759.0,Action Drama War,132.0,109.0,10000000,6.4,11,2011
21038,43938,2010-11-04,25.0,Comedy Romance,11.0,89.0,0,5.6,11,2010
21050,133463,2012-11-03,1000000.0,Thriller Horror Comedy,28.0,93.0,500000,5.5,11,2012
21054,147773,2013-06-06,23198652.0,Comedy Drama,695.0,103.0,4600000,7.1,6,2013
21068,49521,2013-06-12,662845518.0,Action Adventure Fantasy Science Fiction,6462.0,143.0,225000000,6.5,6,2013
21073,87567,2013-04-25,21819348.0,Comedy,421.0,90.0,35000000,5.7,4,2013
21075,121873,2012-09-11,717205.0,Drama,70.0,113.0,0,7.1,9,2012
21080,158015,2013-05-31,89328627.0,Science Fiction Horror Thriller,2498.0,86.0,3000000,6.0,5,2013
21083,121677,2013-03-17,519535.0,Thriller,80.0,130.0,0,6.6,3,2013
21099,96936,2013-06-12,19145732.0,Drama Crime,1205.0,90.0,15000000,5.3,6,2013
21101,62211,2013-06-20,743559607.0,Animation Family,3622.0,104.0,200000000,7.0,6,2013
21103,192538,2013-07-05,641.0,History Action Adventure,95.0,99.0,0,4.4,7,2013
21117,80518,2011-07-02,7401480.0,Adventure Fantasy Animation Action Science Fiction,55.0,110.0,0,6.9,7,2011
21119,103620,2012-12-26,31081.0,Horror,322.0,89.0,6000000,5.9,12,2012
21123,68726,2013-07-11,407602906.0,Action Science Fiction Adventure,4903.0,131.0,180000000,6.7,7,2013
21125,152742,2013-01-01,19255873.0,Drama Romance Crime Mystery,719.0,124.0,13500000,7.7,1,2013
21130,72190,2013-06-20,531865000.0,Action Drama Horror Science Fiction Thriller,5683.0,116.0,200000000,6.7,6,2013
21131,68724,2013-08-07,286140700.0,Science Fiction Action Drama Thriller,3510.0,109.0,115000000,6.4,8,2013
21139,159154,2013-05-24,602042.0,Documentary,58.0,127.0,0,6.2,5,2013
21140,127373,2013-05-02,1066471.0,Drama,149.0,93.0,6000000,7.4,5,2013
21161,93456,2013-06-25,970761885.0,Animation Comedy Family,4729.0,98.0,76000000,7.0,6,2013
21162,117251,2013-06-27,205366737.0,Action Drama Thriller,1910.0,131.0,150000000,6.3,6,2013
21163,107985,2013-07-18,46089287.0,Comedy Action Science Fiction,1820.0,109.0,20000000,6.7,7,2013
21166,139329,2012-11-01,311.0,Drama,14.0,145.0,0,5.3,11,2012
21168,136418,2013-05-07,8352885.0,Action Thriller,587.0,100.0,20000000,5.9,5,2013
21171,136795,2013-06-27,158674180.0,Action Comedy Crime,1595.0,117.0,43000000,6.5,6,2013
21175,57201,2013-07-03,89289910.0,Action Adventure Western,2361.0,149.0,255000000,5.9,7,2013
21189,124157,2012-07-25,83519699.0,Action Crime,76.0,135.0,0,6.7,7,2012
21203,159117,2013-06-06,21833.0,Horror Thriller,300.0,95.0,0,6.0,6,2013
21219,157386,2013-08-02,6854611.0,Comedy Drama Romance,1074.0,95.0,2500000,6.8,8,2013
21220,112200,2012-09-07,1065881.0,Comedy Drama,164.0,112.0,0,5.7,9,2012
21243,111969,2012-09-09,81071.0,Drama Comedy,657.0,97.0,0,7.3,9,2012
21245,61198,2011-05-13,40836.0,Documentary,2.0,92.0,0,5.5,5,2011
21249,157354,2013-07-25,17385830.0,Drama,397.0,85.0,0,7.3,7,2013
21256,206324,2013-07-12,25000000.0,History Action Drama,62.0,186.0,4600000,7.3,7,2013
21258,29345,1989-01-20,858591.0,Horror Science Fiction,10.0,90.0,0,5.1,1,1989
21262,49524,2013-07-18,61648500.0,Fantasy Action Comedy Crime,1280.0,96.0,130000000,5.4,7,2013
21267,182127,2013-03-22,37884.0,Action Drama,131.0,100.0,0,6.0,3,2013
21269,77663,2013-07-12,39881.0,Action Thriller,425.0,91.0,0,5.3,7,2013
21275,179111,2013-07-05,32846.0,Drama History Thriller,71.0,90.0,0,6.3,7,2013
21276,138843,2013-07-18,318000141.0,Horror Thriller,3169.0,112.0,13000000,7.4,7,2013
21293,77950,2013-07-11,282570682.0,Animation Family,1094.0,96.0,135000000,6.1,7,2013
21296,76170,2013-07-23,415440673.0,Action Science Fiction Adventure Fantasy,4110.0,126.0,120000000,6.3,7,2013
21306,172533,2013-08-23,343341.0,Romance Drama,361.0,90.0,0,6.0,8,2013
21333,27957,2009-10-15,13500000.0,Action Adventure Drama History War,24.0,128.0,2000000,7.1,10,2009
21337,136400,2013-08-02,131940411.0,Action Comedy Crime,1611.0,109.0,61000000,6.6,8,2013
21344,151743,2012-12-12,208000000.0,Comedy,28.0,105.0,2200000,6.1,12,2012
21349,160588,2013-07-25,99206215.0,Comedy Drama,1126.0,98.0,18000000,7.0,7,2013
21351,179144,2013-05-21,8371085.0,Comedy Drama,745.0,142.0,12400000,7.3,5,2013
21355,109729,2013-07-29,56825.0,Thriller Drama,75.0,99.0,250000,4.1,7,2013
21357,77664,1991-11-15,402539.0,Family Science Fiction,3.0,92.0,0,6.0,11,1991
21380,76285,2013-08-07,174578751.0,Adventure Family Fantasy,1685.0,106.0,90000000,5.9,8,2013
21381,77931,2013-07-30,347434178.0,Fantasy Family Comedy Animation,711.0,105.0,105000000,5.5,7,2013
21382,177699,2013-07-24,9800000.0,Comedy,184.0,90.0,4000000,6.5,7,2013
21383,23535,1990-05-11,2459895.0,Science Fiction Thriller,46.0,99.0,5200000,6.3,5,1990
21395,76544,2013-07-04,2054941.0,Action Drama,295.0,105.0,25000000,5.8,7,2013
21407,138832,2013-08-07,269994119.0,Comedy Crime,3053.0,110.0,37000000,6.8,8,2013
21410,109418,2013-07-11,246984278.0,Comedy,1180.0,100.0,80000000,5.8,7,2013
21417,59859,2013-07-17,60700000.0,Action Adventure Crime,2275.0,103.0,28000000,6.3,7,2013
21418,87421,2013-09-02,98337295.0,Science Fiction Action Thriller,2066.0,119.0,38000000,6.2,9,2013
21419,151960,2013-08-09,219788712.0,Animation Family Adventure Comedy,568.0,91.0,50000000,5.7,8,2013
21424,59735,1988-12-02,136203.0,Horror,7.0,87.0,7000000,4.8,12,1988
21425,158999,2013-06-07,2063312.0,Documentary,456.0,83.0,0,7.9,6,2013
21426,115348,2013-08-14,13785015.0,Drama Thriller,358.0,106.0,35000000,5.6,8,2013
21429,149870,2013-07-20,117932401.0,Animation,720.0,126.0,30000000,7.7,7,2013
21435,115782,2013-08-16,35931410.0,Drama History,1183.0,128.0,12000000,6.0,8,2013
21438,123553,2013-08-21,90565421.0,Action Adventure Drama Mystery Romance Fantasy,1649.0,130.0,60000000,6.2,8,2013
21442,154282,2013-01-19,35022.0,Drama,32.0,89.0,0,5.2,1,2013
21446,132363,2013-08-16,115922175.0,Drama,1134.0,132.0,25000000,7.2,8,2013
21447,157360,2013-08-09,2963902.0,Comedy,232.0,93.0,1000000,6.4,8,2013
21455,152748,2013-07-03,1031243.0,Crime Drama Romance Western,144.0,96.0,0,6.1,7,2013
21460,122906,2013-08-16,87100449.0,Comedy Drama Science Fiction,2140.0,123.0,12000000,7.8,8,2013
21462,205022,2013-08-09,62000000.0,Romance Comedy Action,91.0,141.0,18000000,6.5,8,2013
21468,122088,2012-07-01,1775316.0,Drama,30.0,90.0,0,6.5,7,2012
21478,199373,2013-07-18,5496951.0,Thriller Crime,473.0,105.0,27220000,6.1,7,2013
21482,83899,2011-09-10,14347000.0,Horror Thriller Mystery,787.0,95.0,0,6.6,9,2011
21497,169209,2013-09-03,3639345.0,Action Drama,229.0,94.0,11000000,4.9,9,2013
21501,29231,1995-10-05,83.0,Action Crime Drama Thriller,5.0,98.0,50,7.8,10,1995
21515,33196,2009-06-06,11301649.0,Action Adventure Drama Thriller,49.0,120.0,16000000,6.4,6,2009
21528,111190,2013-04-03,318982.0,Drama,296.0,100.0,16000000,6.1,4,2013
21551,211954,2013-07-20,99067206.0,Comedy Drama,210.0,115.0,5500000,7.5,7,2013
21559,146223,2013-08-28,5750401.0,Mystery Drama Crime Thriller,174.0,96.0,0,5.8,8,2013
21566,146227,2013-08-29,10501938.0,Action Crime,248.0,90.0,18000000,4.9,8,2013
21592,49047,2013-09-27,716392705.0,Science Fiction Thriller Drama,5879.0,91.0,105000000,7.3,9,2013
21597,207768,2013-08-25,809.0,Thriller Horror Crime,281.0,106.0,0,5.9,8,2013
21598,212716,2013-09-07,7847000.0,Drama Comedy Romance,688.0,93.0,11000000,6.7,9,2013
21604,146233,2013-09-18,122126687.0,Drama Thriller Crime,3183.0,153.0,46000000,7.9,9,2013
21605,164457,2013-12-06,15400000.0,Thriller Drama Crime,731.0,116.0,22000000,6.5,12,2013
21608,156711,2013-08-15,2159041.0,Comedy Romance,192.0,97.0,4900000,6.6,8,2013
21611,96721,2013-09-02,90247624.0,Drama Action,2310.0,123.0,38000000,7.7,9,2013
21614,112205,2013-09-13,36894225.0,Crime Comedy Action,1052.0,111.0,30000000,6.1,9,2013
21619,169813,2013-08-23,1600000.0,Drama,460.0,96.0,0,7.9,8,2013
21634,129734,2012-08-29,6508.0,Drama,30.0,113.0,0,6.7,8,2012
21644,129139,2013-07-24,3566225.0,Comedy Romance,348.0,104.0,1500000,5.5,7,2013
21646,74137,1969-04-09,43.0,Comedy Romance,1.0,92.0,0,6.0,4,1969
21661,220714,2013-09-13,47000000.0,Comedy Drama Romance,8.0,140.0,5500000,4.6,9,2013
21662,109417,2013-09-21,16549477.0,Music Drama,89.0,110.0,20000000,5.9,9,2013
21670,114726,1992-09-04,1659542.0,Comedy,12.0,82.0,11000000,6.1,9,1992
21674,199615,2013-07-03,66559.0,Drama War,27.0,112.0,0,6.3,7,2013
21692,179109,2013-07-06,12247.0,Drama,34.0,100.0,0,6.1,7,2013
21694,129670,2013-09-21,17654912.0,Drama Adventure,648.0,115.0,12000000,7.4,9,2013
21697,209263,2013-09-18,25288872.0,Comedy Drama Romance,351.0,93.0,0,6.6,9,2013
21710,193613,2013-09-25,7972967.0,Music,86.0,93.0,18000000,6.7,9,2013
21729,24331,1991-06-28,14225876.0,Horror Science Fiction Action,22.0,104.0,0,4.6,6,1991
21734,172828,2013-08-28,19613.0,Comedy Horror,97.0,85.0,0,5.8,8,2013
21740,165904,2013-02-07,18000000.0,Crime Drama Thriller,43.0,144.0,7100000,6.9,2,2013
21743,146238,2013-09-24,62616646.0,Crime Thriller Drama,547.0,91.0,30000000,5.5,9,2013
21745,152584,2013-10-09,10165694.0,Romance Drama,1114.0,179.0,4300000,7.2,10,2013
21748,122089,2012-09-02,85154.0,Romance Drama,29.0,122.0,0,5.8,9,2012
21765,209262,2013-10-02,653651.0,History Drama Thriller Mystery,128.0,94.0,10000000,5.8,10,2013
21775,190754,2013-05-23,466088.0,Action Crime,32.0,120.0,1052753,6.2,5,2013
21780,109451,2013-09-26,248384621.0,Animation Family Comedy,936.0,95.0,78000000,6.4,9,2013
21792,109424,2013-10-10,95000000.0,Action Drama Thriller,2495.0,134.0,55000000,7.6,10,2013
21810,17025,2007-10-05,16136.0,Drama,9.0,98.0,0,5.9,10,2007
21815,106747,2013-09-12,15008161.0,Action Crime Thriller,642.0,107.0,12000000,5.3,9,2013
21817,85889,2013-09-23,9114264.0,Crime Drama Comedy,628.0,97.0,5000000,6.8,9,2013
21819,91745,2013-09-12,1162635.0,Drama Romance,175.0,118.0,0,6.6,9,2013
21820,19623,2008-10-02,3250000.0,Action Foreign Thriller,5.0,150.0,15000000,2.6,10,2008
21826,175528,2013-09-27,22456509.0,Comedy,87.0,96.0,8500000,5.6,9,2013
21829,115210,2012-05-19,95000.0,Horror,94.0,86.0,100000,5.5,5,2012
21830,107846,2013-10-09,122915111.0,Action Thriller,1688.0,115.0,50000000,6.7,10,2013
21834,139651,2012-09-17,11384015.0,Comedy,87.0,95.0,0,6.1,9,2012
21837,38093,2010-05-14,21520719.0,Comedy Drama Romance,102.0,100.0,0,6.0,5,2010
21838,81708,2011-11-25,6086224.0,Comedy Drama Family History,7.0,123.0,0,8.1,11,2011
21841,133805,2013-10-16,82394288.0,Drama Horror,1505.0,100.0,30000000,5.8,10,2013
21843,162903,2013-10-11,8555008.0,Drama Thriller,368.0,128.0,28000000,5.7,10,2013
21848,109091,2013-10-25,71009334.0,Thriller Crime Drama,724.0,117.0,25000000,5.0,10,2013
21857,166879,2013-02-14,7965.0,Romance Comedy,45.0,100.0,0,6.5,2,2013
21875,146015,2014-04-04,200406.0,Thriller Drama,344.0,93.0,0,6.5,4,2014
21878,76203,2013-10-18,187000000.0,Drama History,3787.0,134.0,20000000,7.9,10,2013
21907,152747,2013-10-18,6108720.0,Action Adventure Drama,679.0,106.0,9000000,6.6,10,2013
21915,78235,1985-11-22,2685453.0,Comedy,10.0,98.0,0,4.5,11,1985
21922,80274,2013-10-23,125537191.0,Science Fiction Action Adventure,2354.0,114.0,110000000,6.6,10,2013
21931,190847,2013-08-11,24084.0,Science Fiction Thriller Horror,304.0,98.0,0,5.2,8,2013
21938,208134,2013-10-22,151831537.0,Comedy,688.0,92.0,15000000,6.0,10,2013
21941,76338,2013-10-29,644571402.0,Action Adventure Fantasy,4873.0,112.0,170000000,6.8,10,2013
21948,152532,2013-09-07,55198285.0,Drama History,2973.0,117.0,5000000,7.9,9,2013
21963,187022,2013-10-04,154120.0,Drama,83.0,133.0,0,7.3,10,2013
21969,156566,1954-02-09,1300000.0,Western,0.0,91.0,0,0.0,2,1954
21975,123377,2012-09-05,3623330.0,Drama,92.0,104.0,103000,6.9,9,2012
21987,121674,2012-11-30,258656.0,Drama Romance,101.0,128.0,0,6.3,11,2012
21990,175574,2013-10-30,110000000.0,Animation Comedy Family,259.0,91.0,55000000,5.7,10,2013
22011,137093,2013-10-31,134402450.0,Comedy,813.0,105.0,28000000,6.4,10,2013
22013,191421,2013-04-25,116000000.0,Romance Drama,48.0,131.0,0,6.1,4,2013
22024,67530,1983-02-18,11787127.0,Drama Thriller,10.0,102.0,0,6.5,2,1983
22042,205220,2013-11-01,100129872.0,Drama,588.0,98.0,12000000,7.4,11,2013
22043,203833,2013-11-08,76586316.0,Drama,1528.0,131.0,0,7.4,11,2013
22044,146304,2013-11-15,71625195.0,Comedy,110.0,123.0,17000000,6.7,11,2013
22046,209274,2013-10-25,15298355.0,Drama,262.0,80.0,2159280,7.1,10,2013
22053,41498,2009-12-12,53000000.0,Animation Fantasy Adventure,68.0,114.0,0,7.4,12,2009
22058,101299,2013-11-15,847423452.0,Adventure Action Science Fiction,6656.0,146.0,130000000,7.4,11,2013
22059,57158,2013-12-11,958400000.0,Adventure Fantasy,4633.0,161.0,250000000,7.6,12,2013
22060,64686,2013-12-06,150962475.0,Drama Action Adventure Fantasy,1357.0,119.0,175000000,5.9,12,2013
22076,146239,2013-10-10,51164106.0,Comedy,561.0,105.0,26000000,6.2,10,2013
22077,41602,2013-02-09,11650.0,Action Comedy Drama Romance Thriller,267.0,108.0,0,6.4,2,2013
22097,121642,2012-09-13,18295.0,Drama Romance War,142.0,127.0,13000000,6.9,9,2012
22110,109445,2013-11-27,1274219009.0,Animation Adventure Family,5440.0,102.0,150000000,7.3,11,2013
22129,86829,2013-10-06,32935319.0,Drama Music,845.0,105.0,11000000,7.2,10,2013
22131,106646,2013-12-25,392000694.0,Crime Drama Comedy,6768.0,180.0,100000000,7.9,12,2013
22132,204082,2013-11-27,43058898.0,Action Thriller,898.0,100.0,22000000,6.4,11,2013
22133,30877,1985-08-08,373530.0,Adventure Horror Thriller,13.0,90.0,0,5.7,8,1985
22142,192136,2013-12-06,27330000.0,Drama History,225.0,141.0,35000000,6.5,12,2013
22143,152737,2013-12-26,74188937.0,Comedy Drama,497.0,121.0,25000000,6.9,12,2013
22148,180048,2013-03-21,270000.0,Fantasy Music Romance,6.0,165.0,110000,6.9,3,2013
22154,75629,2012-11-17,60487945.0,Animation Science Fiction Action Drama,107.0,106.0,0,7.4,11,2012
22157,158916,2013-01-24,6147.0,Western Thriller,71.0,95.0,7000000,6.0,1,2013
22166,168672,2013-12-12,251171807.0,Drama Crime,2868.0,138.0,40000000,6.8,12,2013
22167,116745,2013-12-18,188133322.0,Adventure Comedy Drama Fantasy,3213.0,114.0,90000000,7.0,12,2013
22168,152601,2013-12-18,47351251.0,Romance Science Fiction Drama,4215.0,126.0,23000000,7.9,12,2013
22206,193756,2013-12-24,149295601.0,Action Drama Thriller War,1549.0,121.0,40000000,7.4,12,2013
22219,214083,2013-09-08,383294.0,Documentary,50.0,124.0,0,6.9,9,2013
22224,140823,2013-11-16,112544580.0,Comedy Drama History,1256.0,125.0,35000000,7.3,11,2013
22247,49852,2010-11-24,16178959.0,Fantasy Action Family,52.0,110.0,90000000,5.3,11,2010
22271,228331,2013-11-01,388.0,Drama,14.0,95.0,5000000,4.8,11,2013
22276,87516,2013-11-14,4861022.0,Drama Thriller Mystery Action,632.0,104.0,30000000,5.9,11,2013
22278,114903,2012-03-30,2755584.0,Comedy,3.0,73.0,1,6.0,3,2012
22285,109443,2013-12-18,173649015.0,Comedy,940.0,119.0,50000000,6.0,12,2013
22288,173301,2013-09-06,135039.0,Documentary History,24.0,86.0,0,6.9,9,2013
22300,110415,2013-08-01,86758912.0,Action Science Fiction Drama,2910.0,126.0,39200000,6.7,8,2013
22320,39055,2008-12-24,140987.0,Drama Family,4.0,94.0,0,5.8,12,2008
22322,142487,2012-11-09,2395000.0,Drama,6.0,115.0,4620000,5.0,11,2012
22335,82679,2012-10-25,11417362.0,Comedy,139.0,87.0,14000000,5.5,10,2012
22360,169881,2013-12-25,57284237.0,Adventure Drama History,365.0,155.0,32000000,7.2,12,2013
22374,14499,1987-07-01,2300000.0,Adventure Drama Fantasy Family Mystery,23.0,99.0,7200000,6.3,7,1987
22388,211233,2013-01-17,532269.0,Action Comedy Crime,8.0,93.0,1800000,5.6,1,2013
22392,64807,2013-12-25,44907260.0,Comedy,437.0,113.0,40000000,6.0,12,2013
22394,17478,2004-08-27,12000000.0,Action Crime Drama Thriller,53.0,124.0,1500000,6.2,8,2004
22410,115283,2013-10-03,175705.0,Comedy,106.0,88.0,0,5.5,10,2013
22415,227348,2014-01-01,86362372.0,Horror Thriller,455.0,84.0,5000000,5.2,1,2014
22437,191714,2013-09-19,4235151.0,Drama Romance,226.0,104.0,1000000,7.3,9,2013
22449,245775,2014-01-08,21026290.0,Drama,270.0,106.0,12000000,6.4,1,2014
22455,111473,2013-12-25,1234254.0,Drama Romance,66.0,111.0,0,6.2,12,2013
22456,204810,2013-07-03,4500000.0,Comedy Crime,11.0,107.0,2300000,6.2,7,2013
22457,126963,2013-03-30,50353002.0,Animation Action,370.0,85.0,0,6.5,3,2013
22459,153158,2013-07-18,24000000.0,Animation Adventure Romance,127.0,106.0,22000000,6.0,7,2013
22468,177945,2013-09-28,19978961.0,Drama,119.0,121.0,0,7.6,9,2013
22469,127560,2013-12-26,22309223.0,Drama History,277.0,116.0,18000000,6.7,12,2013
22472,118289,2013-09-19,21766271.0,Drama Romance,180.0,113.0,15000000,5.3,9,2013
22474,159128,2013-09-27,81381.0,Drama Horror Thriller,192.0,105.0,0,5.5,9,2013
22490,225235,2013-07-26,4037782.0,Drama,23.0,120.0,0,7.3,7,2013
22520,168530,2014-01-07,153997819.0,Action Comedy,867.0,99.0,25000000,6.1,1,2014
22524,137094,2014-01-15,50549107.0,Action Drama Thriller,1194.0,105.0,60000000,5.9,1,2014
22525,157350,2014-03-14,288747895.0,Adventure Action Science Fiction,4784.0,139.0,85000000,6.9,3,2014
22537,102207,2012-04-03,48600000.0,Adventure Comedy,214.0,105.0,50000000,5.0,4,2012
22540,79316,2014-01-08,36433975.0,Horror,218.0,89.0,7000000,4.4,1,2014
22547,2442,1996-03-01,551281.0,Action Drama Thriller,3.0,96.0,0,7.3,3,1996
22552,41374,1990-04-06,22424195.0,Crime Thriller Horror,15.0,98.0,10000000,4.7,4,1990
22560,159932,2013-02-09,18642.0,Drama Crime Thriller,92.0,116.0,0,5.7,2,2013
22583,177047,2014-05-02,48390.0,Drama,38.0,91.0,2000000,5.5,5,2014
22594,217993,2014-02-02,5155325.0,Animation,234.0,79.0,3500000,7.0,2,2014
22600,185008,2013-05-31,46000000.0,Romance,80.0,159.0,7700000,7.1,5,2013
22607,92834,2004-01-21,13954476.0,Comedy Drama,9.0,111.0,3000000,6.5,1,2004
22612,126319,2012-12-12,8109160.0,Animation Comedy Drama Family,148.0,78.0,12516654,7.6,12,2012
22646,100241,2014-01-22,71154592.0,Horror Thriller,701.0,92.0,65000000,5.1,1,2014
22655,157099,2014-03-14,75143.0,Drama Comedy,99.0,91.0,5000000,5.9,3,2014
22658,181886,2013-12-31,3396726.0,Thriller Mystery,1326.0,91.0,0,6.7,12,2013
22664,171540,2013-04-21,33232.0,Comedy Crime,124.0,110.0,0,6.5,4,2013
22672,130150,2013-12-27,20275812.0,Drama,306.0,111.0,18000000,6.7,12,2013
22689,157841,2013-10-16,9494789.0,Adventure Drama Family,234.0,105.0,33000000,6.7,10,2013
22694,19400,1984-02-07,1337274.0,Adventure Fantasy Thriller,23.0,88.0,0,4.2,2,1984
22710,160068,2013-02-10,2107925.0,Comedy Drama,56.0,105.0,0,6.2,2,2013
22716,152760,2014-01-24,154984035.0,War Drama History Action,1545.0,118.0,70000000,5.8,1,2014
22718,137106,2014-02-06,469160692.0,Adventure Animation Comedy Family Fantasy,3127.0,100.0,60000000,7.5,2,2014
22723,97020,2014-01-30,242688965.0,Action Science Fiction,2385.0,102.0,120000000,5.7,1,2014
22725,209247,2013-09-11,64065.0,Comedy Crime,221.0,90.0,0,6.1,9,2013
22730,249397,2013-12-25,2227167.0,Drama Mystery,820.0,123.0,0,6.6,12,2013
22761,144336,2014-03-28,17508518.0,Action Drama Thriller Crime,560.0,110.0,35000000,5.5,3,2014
22767,141614,2012-10-12,17000000.0,Animation Family Adventure Comedy,14.0,79.0,0,5.7,10,2012
22775,141043,2014-03-20,7176347.0,Comedy Drama,356.0,96.0,0,6.2,3,2014
22777,197082,2013-05-28,342183.0,Drama,192.0,96.0,0,7.2,5,2013
22785,157834,2014-01-02,770706.0,Drama Fantasy Science Fiction,383.0,107.0,8500000,5.9,1,2014
22786,226857,2014-02-12,34077920.0,Drama Romance,555.0,103.0,20000000,6.7,2,2014
22787,137321,2014-02-13,30800231.0,Drama Fantasy Mystery Romance,501.0,118.0,60000000,6.0,2,2014
22802,146375,2012-12-15,25109572.0,Comedy Action Crime,204.0,96.0,0,5.4,12,2012
22803,157847,2014-04-11,2365467.0,Drama,346.0,118.0,4000000,6.5,4,2014
22814,20493,2008-07-04,5000000.0,Science Fiction Romance,8.0,171.0,20000000,3.6,7,2008
22820,210047,2013-09-20,16971.0,Crime Drama Thriller,90.0,90.0,0,5.5,9,2013
22825,98162,2011-11-22,11229.0,Fantasy Animation,35.0,76.0,0,7.3,11,2011
22834,212721,2013-08-28,4793.0,Romance Comedy,24.0,90.0,0,6.7,8,2013
22840,222899,2014-02-14,49002684.0,Comedy Romance,217.0,100.0,12500000,6.0,2,2014
